32823,9134103.0,7,0,3906,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,427.6281973172407,0.7663587765541948,1522350.5,1522993.715971141,3133376.0,1.0,9134103.0,1522350.5,1522993.715971141,3133376.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,56,0,0.7663587765541948,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,7,3906,0,0,0,0,7,8,3000358.0,53.0,3000411.0,3000305.0,3044697.333333333,62703.180442108,3133373.0,3000306.0
64388,18026194.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,433.3693512895734,0.7766475829562247,1386630.3076923075,1497728.8077543064,3006315.0,2.0,18026194.0,1386630.3076923075,1497728.8077543064,3006315.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.7766475829562247,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,112,0.0,0.0,0.0,0.0,0.0,0.0,14,7812,0,0,0,0,14,8,2503722.833333333,1119697.9192785907,3006313.0,3.0,3004359.1666666665,942.0149355975672,3006312.0,3003539.0
52115,3.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,372000000.0,666666.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,666666.6666666666,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,2,1116,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28908,18001026.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,433.9752634099856,0.7777334469713004,1384694.3076923075,1495637.5675211293,3000849.0,2.0,18001026.0,1384694.3076923075,1495637.5675211293,3000849.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.7777334469713004,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,112,0.0,0.0,0.0,0.0,0.0,0.0,14,7812,0,0,0,0,14,8,2500140.5,1118095.525469947,3000847.0,3.0,3000164.5,316.34198267065346,3000846.0,2999928.0
26556,3000189.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,743.9531309527499,1.333249338625,1000063.0,1414299.1222936776,3000184.0,2.0,3000189.0,1000063.0,1414299.1222936776,3000184.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,1.333249338625,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,4,2232,0,0,0,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29509,18001782.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,433.95703825321294,0.7777007854000232,1384752.4615384615,1495701.2805494703,3003626.0,3.0,18001782.0,1384752.4615384615,1495701.2805494703,3003626.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.7777007854000232,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,112,0.0,0.0,0.0,0.0,0.0,0.0,14,7812,0,0,0,0,14,8,2500155.833333333,1118105.4140969024,3003623.0,3.0,3000290.1666666665,2632.5753814257414,3003623.0,2995958.0
11878,17999771.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,434.0055215146904,0.777787672965395,1384597.7692307692,1495533.434345194,3000167.0,2.0,17999771.0,1384597.7692307692,1495533.4343451944,3000167.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.777787672965395,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,112,0.0,0.0,0.0,0.0,0.0,0.0,14,7812,0,0,0,0,14,8,2499967.333333333,1118018.4893947665,3000164.0,2.0,2999955.6666666665,95.71079121789536,3000164.0,2999869.0
46616,18036077.0,14,0,7812,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,433.1318833912719,0.7762220132460069,1387390.5384615385,1498577.8068497332,3035950.0,2.0,18036077.0,1387390.5384615385,1498577.8068497332,3035950.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,112,0,0.7762220132460069,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,112,0.0,0.0,0.0,0.0,0.0,0.0,14,7812,0,0,0,0,14,8,2505645.833333333,1120636.8853469614,3035947.0,3.0,3006006.6666666665,13445.258528153669,3035947.0,2997944.0
4663,3004124.0,4,0,2232,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,742.9786520130327,1.331502960596833,1001374.6666666666,1416154.09908299,3004119.0,2.0,3004124.0,1001374.6666666666,1416154.0990829903,3004119.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,0,1.331502960596833,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,4,2232,0,0,0,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55703,3.0,2,0,1116,0,558.0,558.0,558.0,0.0,0.0,0.0,0.0,0.0,372000000.0,666666.6666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,16,0,666666.6666666666,0.0,558,558,558.0,0.0,0.0,1,0,0,0,0,0,0,0,0.0,558.0,558.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,2,1116,0,0,0,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
